lat,lon,depth,chlor_a,current_speed,salinity,sst
-90.0,-6.0,-107.77038878738888,,,,-7.768000000000029
-90.0,-5.0,-101.07568091172222,,,,-7.768000000000029
-90.0,-4.0,-93.20138442756668,,,,-7.768000000000029
-90.0,-3.0,-85.97673680703888,,,,-7.768000000000029
-90.0,-2.0,-80.17721982672222,,,,-7.768000000000029
-90.0,-1.0,-74.76852098961112,,,,-7.768000000000029
-90.0,-0.0,-67.54989294303333,,,,-7.768000000000029
-90.0,1.0,-61.20425783454911,,,,-7.768000000000029
-90.0,2.0,-59.23205396744444,,,,-7.768000000000029
-90.0,3.0,-57.28672274020556,,,,-7.768000000000029
-90.0,4.0,-50.2824672856,,,,-7.768000000000029
-90.0,5.0,-40.530585042475,,,,-7.768000000000029
-90.0,6.0,-32.54342566433111,,,,-7.768000000000029
-90.0,7.0,-26.51885824244389,,,,-7.768000000000029
-90.0,8.0,-21.53578145151278,,,,-7.768000000000029
-90.0,9.0,-16.440346844527777,,,,-7.768000000000029
-90.0,10.0,-9.019245226227778,,,,-7.768000000000029
-90.0,11.0,0.6058469157666666,,,,-7.768000000000029
-90.0,12.0,9.949451927394446,,,,-7.768000000000029
-90.0,13.0,16.900351115011667,,,,-7.768000000000029
-90.0,14.0,18.82532982352389,,,,-7.768000000000029
-90.0,15.0,15.061082785855556,,,,-7.768000000000029
-90.0,16.0,10.91360740295,,,,-7.768000000000029
-90.0,17.0,10.98658402308515,,,,-7.768000000000029
-90.0,18.0,14.664573774356445,,,,-7.768000000000029
-90.0,19.0,19.113106725646663,,,,-7.768000000000029
-90.0,20.0,21.40992831668,,,,-7.768000000000029
-90.0,21.0,19.151643511022776,,,,-7.768000000000029
-90.0,22.0,13.295336441835556,,,,-7.768000000000029
-90.0,23.0,5.935779289870555,,,,-7.768000000000029
-90.0,24.0,-1.230497272492222,,,,-7.768000000000029
-90.0,25.0,-3.294207626777778,,,,-7.768000000000029
-90.0,26.0,3.336318131,,,,-7.768000000000029
-90.0,27.0,14.343949942788887,,,,-7.768000000000029
-90.0,28.0,23.37328765097,,,,-7.768000000000029
-90.0,29.0,27.340077220692223,,,,-7.768000000000029
-90.0,30.0,26.430205985444445,,,,-7.768000000000029
-90.0,31.0,22.07856913335183,,,,-7.768000000000029
-90.0,32.0,15.903893931333334,,,,-7.768000000000029
-90.0,33.0,10.416461631585,,,,-7.768000000000029
-90.0,34.0,7.960430697125555,,,,-7.768000000000029
-90.0,35.0,8.918184902839444,,,,-7.768000000000029
-90.0,36.0,10.353312993205556,,,,-7.768000000000029
-90.0,37.0,10.048886745166666,,,,-7.768000000000029
-90.0,38.0,7.628427896697778,,,,-7.768000000000029
-90.0,39.0,3.291659617538889,,,,-7.768000000000029
-90.0,40.0,-2.2697563834888888,,,,-7.768000000000029
-90.0,41.0,-7.594051311561111,,,,-7.768000000000029
-90.0,42.0,-10.906971498444443,,,,-7.768000000000029
-90.0,43.0,-11.53278807981889,,,,-7.768000000000029
-90.0,44.0,-10.177655701222225,,,,-7.768000000000029
-90.0,45.0,-8.467236220027223,,,,-7.768000000000029
-90.0,46.0,-6.649351714,,,,-7.768000000000029
-90.0,47.0,-5.198962640699778,,,,-7.768000000000029
-90.0,48.0,-4.979628010939444,,,,-7.768000000000029
-90.0,49.0,-4.894596195183333,,,,-7.768000000000029
-90.0,50.0,-3.770064662766667,,,,-7.768000000000029
-90.0,51.0,-1.3880946642477778,,,,-7.768000000000029
-90.0,52.0,2.13944229941,,,,-7.768000000000029
-90.0,53.0,6.66706536475,,,,-7.768000000000029
-90.0,54.0,11.920739787046667,,,,-7.768000000000029
-90.0,55.0,17.383187929448887,,,,-7.768000000000029
-90.0,56.0,22.363566702351,,,,-7.768000000000029
-90.0,57.0,26.46154839935556,,,,-7.768000000000029
-90.0,58.0,29.603228986267776,,,,-7.768000000000029
-90.0,59.0,31.75112585891111,,,,-7.768000000000029
-90.0,60.0,33.14539833111111,,,,-7.768000000000029
-90.0,61.0,33.291711953925386,,,,-7.768000000000029
-90.0,62.0,31.72734586238889,,,,-7.768000000000029
-90.0,63.0,29.12790903433333,,,,-7.768000000000029
-90.0,64.0,25.87783121083333,,,,-7.768000000000029
-90.0,65.0,22.51881252438889,,,,-7.768000000000029
-90.0,66.0,19.209956070722225,,,,-7.768000000000029
-90.0,67.0,16.051983163390556,,,,-7.768000000000029
-90.0,68.0,13.136532597444443,,,,-7.768000000000029
-90.0,69.0,10.48050878311111,,,,-7.768000000000029
-90.0,70.0,8.039250468833334,,,,-7.768000000000029
-90.0,71.0,5.825100228016667,,,,-7.768000000000029
-90.0,72.0,3.8951016983246665,,,,-7.768000000000029
-90.0,73.0,2.162740660597222,,,,-7.768000000000029
-90.0,74.0,0.5787826857166667,,,,-7.768000000000029
-90.0,75.0,-0.9457799140555556,,,,-7.768000000000029
-90.0,76.0,-2.3124957375,,,,-7.768000000000029
-90.0,77.0,-3.512683855683333,,,,-7.768000000000029
-90.0,78.0,-4.635815721231444,,,,-7.768000000000029
-90.0,79.0,-5.671679784961111,,,,-7.768000000000029
-90.0,80.0,-6.604453175722222,,,,-7.768000000000029
-90.0,81.0,-7.490886387944444,,,,-7.768000000000029
-90.0,82.0,-8.362022885811111,,,,-7.768000000000029
-90.0,83.0,-9.242968217702778,,,,-7.768000000000029
-90.0,84.0,-10.199776346653168,,,,-7.768000000000029
-90.0,85.0,-11.251659099504725,,,,-7.768000000000029
-90.0,86.0,-12.304893156233334,,,,-7.768000000000029
-90.0,87.0,-13.137450364672222,,,,-7.768000000000029
-90.0,88.0,-13.64734228188889,,,,-7.768000000000029
-90.0,89.0,-13.840694894577776,,,,-7.768000000000029
-90.0,90.0,-13.861891895583874,,,,-7.768000000000029
-90.0,91.0,-13.490202639383334,,,,-7.768000000000029
-90.0,92.0,-12.512318011268276,,,,-7.768000000000029
-90.0,93.0,-10.740418405620554,,,,-7.768000000000029
-90.0,94.0,-8.277505852238889,,,,-7.768000000000029
-90.0,95.0,-5.73407149226111,,,,-7.768000000000029
-90.0,96.0,-3.875409311969333,,,,-7.768000000000029
-90.0,97.0,-3.127062218511111,,,,-7.768000000000029
-90.0,98.0,-3.528465681833333,,,,-7.768000000000029
-90.0,99.0,-4.739849670215556,,,,-7.768000000000029
-90.0,100.0,-6.219744800333333,,,,-7.768000000000029
-90.0,101.0,-8.054530515,,,,-7.768000000000029
-90.0,102.0,-10.352728336055556,,,,-7.768000000000029
-90.0,103.0,-12.982290926,,,,-7.768000000000029
-90.0,104.0,-15.821370603991111,,,,-7.768000000000029
-90.0,105.0,-18.899327596455556,,,,-7.768000000000029
-90.0,106.0,-22.030588062245,,,,-7.768000000000029
-90.0,107.0,-25.065650809468888,,,,-7.768000000000029
-90.0,108.0,-28.47353808727722,,,,-7.768000000000029
-90.0,109.0,-32.65815282267778,,,,-7.768000000000029
-90.0,110.0,-37.13746174285333,,,,-7.768000000000029
-90.0,111.0,-41.38934335305555,,,,-7.768000000000029
-90.0,112.0,-45.2036062815,,,,-7.768000000000029
-90.0,113.0,-48.38296845815722,,,,-7.768000000000029
-90.0,114.0,-50.723834033958326,,,,-7.768000000000029
-90.0,115.0,-51.86374629330667,,,,-7.768000000000029
-90.0,116.0,-51.51074297898666,,,,-7.768000000000029
-90.0,117.0,-50.08132178500167,,,,-7.768000000000029
-90.0,118.0,-48.67025378506389,,,,-7.768000000000029
-90.0,119.0,-48.32493303552123,,,,-7.768000000000029
-90.0,120.0,-50.52818759911111,,,,-7.768000000000029
-90.0,121.0,-55.10645157454722,,,,-7.768000000000029
-90.0,122.0,-60.17081762246666,,,,-7.768000000000029
-90.0,123.0,-63.95296773477778,,,,-7.768000000000029
-90.0,124.0,-65.47391994882278,,,,-7.768000000000029
-90.0,125.0,-65.26865829252833,,,,-7.768000000000029
-90.0,126.0,-63.4120509595,,,,-7.768000000000029
-90.0,127.0,-60.07151084705556,,,,-7.768000000000029
-90.0,128.0,-55.77589304722422,,,,-7.768000000000029
-90.0,129.0,-50.90862409927778,,,,-7.768000000000029
-90.0,130.0,-45.55974790598889,,,,-7.768000000000029
-90.0,131.0,-40.49269124330556,,,,-7.768000000000029
-90.0,132.0,-37.74931912388333,,,,-7.768000000000029
-90.0,133.0,-37.91740023186194,,,,-7.768000000000029
-90.0,134.0,-39.76194233091096,,,,-7.768000000000029
-90.0,135.0,-41.50359690125889,,,,-7.768000000000029
-90.0,136.0,-43.29062299838888,,,,-7.768000000000029
-90.0,137.0,-45.00692285555556,,,,-7.768000000000029
-90.0,138.0,-45.41601916411111,,,,-7.768000000000029
-90.0,139.0,-44.42416291566667,,,,-7.768000000000029
-90.0,140.0,-41.91118897726666,,,,-7.768000000000029
-90.0,141.0,-37.569770600919504,,,,-7.768000000000029
-90.0,142.0,-31.63468190158056,,,,-7.768000000000029
-90.0,143.0,-24.34173466495556,,,,-7.768000000000029
-90.0,144.0,-15.898315230608334,,,,-7.768000000000029
-90.0,145.0,-6.658310163761667,,,,-7.768000000000029
-90.0,146.0,3.514439714052222,,,,-7.768000000000029
-90.0,147.0,14.800400239705557,,,,-7.768000000000029
-90.0,148.0,26.37269911325889,,,,-7.768000000000029
-90.0,149.0,36.890203766144445,,,,-7.768000000000029
-90.0,150.0,44.87116689314889,,,,-7.768000000000029
-90.0,151.0,50.69114111766667,,,,-7.768000000000029
-90.0,152.0,55.23263176288889,,,,-7.768000000000029
-90.0,153.0,58.18639518683834,,,,-7.768000000000029
-90.0,154.0,60.123611122562224,,,,-7.768000000000029
-90.0,155.0,61.41321406661111,,,,-7.768000000000029
-90.0,156.0,62.14687894355556,,,,-7.768000000000029
-90.0,157.0,62.409626810333336,,,,-7.768000000000029
-90.0,158.0,62.51858653922223,,,,-7.768000000000029
-90.0,159.0,63.03970625683333,,,,-7.768000000000029
-90.0,160.0,64.25682535533333,,,,-7.768000000000029
-90.0,161.0,66.00125732544444,,,,-7.768000000000029
-90.0,162.0,68.33940928627779,,,,-7.768000000000029
-90.0,163.0,71.44352374472221,,,,-7.768000000000029
-90.0,164.0,75.19755201833334,,,,-7.768000000000029
-90.0,165.0,80.04465788566665,,,,-7.768000000000029
-90.0,166.0,85.09186830527779,,,,-7.768000000000029
-90.0,167.0,89.24341386911112,,,,-7.768000000000029
-90.0,168.0,92.73988196198889,,,,-7.768000000000029
-90.0,169.0,95.51755687949388,,,,-7.768000000000029
-90.0,170.0,97.57229491363168,,,,-7.768000000000029
-90.0,171.0,98.94310475278888,,,,-7.768000000000029
-90.0,172.0,99.66378214457312,,,,-7.768000000000029
-90.0,173.0,99.78088781624444,,,,-7.768000000000029
-90.0,174.0,99.43823957216472,,,,-7.768000000000029
-90.0,175.0,99.12509523190556,,,,-7.768000000000029
-90.0,176.0,99.22830301781694,,,,-7.768000000000029
-90.0,177.0,100.38519722933331,,,,-7.768000000000029
-90.0,178.0,102.3118244595,,,,-7.768000000000029
-90.0,179.0,104.2114217283889,,,,-7.768000000000029
-90.0,180.0,105.2892395497778,,,,-7.768000000000029
-89.0,-180.0,635.2798414944444,,,,-7.768000000000029
-89.0,-179.0,654.5825059111111,,,,-7.768000000000029
-89.0,-178.0,673.9405078611112,,,,-7.768000000000029
-89.0,-177.0,692.2521482611111,,,,-7.768000000000029
-89.0,-176.0,709.3414346805555,,,,-7.768000000000029
-89.0,-175.0,723.3471135222222,,,,-7.768000000000029
-89.0,-174.0,733.7749168333334,,,,-7.768000000000029
-89.0,-173.0,747.8689413527778,,,,-7.768000000000029
-89.0,-172.0,750.5509544972222,,,,-7.768000000000029
-89.0,-171.0,743.621753663889,,,,-7.768000000000029
-89.0,-170.0,729.4919360694445,,,,-7.768000000000029
-89.0,-169.0,706.5676118555555,,,,-7.768000000000029
-89.0,-168.0,684.1631375805555,,,,-7.768000000000029
-89.0,-167.0,663.6222232166666,,,,-7.768000000000029
-89.0,-166.0,651.1707414166667,,,,-7.768000000000029
-89.0,-165.0,649.7633059138889,,,,-7.768000000000029
-89.0,-164.0,639.3879639583333,,,,-7.768000000000029
-89.0,-163.0,605.498777,,,,-7.768000000000029
-89.0,-162.0,567.4622254888889,,,,-7.768000000000029
-89.0,-161.0,543.8181353083334,,,,-7.768000000000029
-89.0,-160.0,535.4749135972222,,,,-7.768000000000029
-89.0,-159.0,517.3171892222222,,,,-7.768000000000029
-89.0,-158.0,503.1399721333333,,,,-7.768000000000029
-89.0,-157.0,522.18083265,,,,-7.768000000000029
-89.0,-156.0,548.412067975,,,,-7.768000000000029
-89.0,-155.0,564.0478380444445,,,,-7.768000000000029
-89.0,-154.0,563.7437015694444,,,,-7.768000000000029
-89.0,-153.0,554.5765384194444,,,,-7.768000000000029
-89.0,-152.0,539.6778474138889,,,,-7.768000000000029
-89.0,-151.0,523.1892158197222,,,,-7.768000000000029
-89.0,-150.0,518.1884049002778,,,,-7.768000000000029
-89.0,-149.0,529.9919089276459,,,,-7.768000000000029
-89.0,-148.0,534.0709532609278,,,,-7.768000000000029
-89.0,-147.0,536.5861483437167,,,,-7.768000000000029
-89.0,-146.0,520.3799087861111,,,,-7.768000000000029
-89.0,-145.0,492.0175589716667,,,,-7.768000000000029
-89.0,-144.0,458.5777863459722,,,,-7.768000000000029
-89.0,-143.0,422.1897154466667,,,,-7.768000000000029
-89.0,-142.0,378.9830691488889,,,,-7.768000000000029
-89.0,-141.0,323.41306273416666,,,,-7.768000000000029
-89.0,-140.0,274.14367138414445,,,,-7.768000000000029
-89.0,-139.0,243.71034429514165,,,,-7.768000000000029
-89.0,-138.0,238.1223754597222,,,,-7.768000000000029
-89.0,-137.0,245.4030404504861,,,,-7.768000000000029
-89.0,-136.0,246.2627068706278,,,,-7.768000000000029
-89.0,-135.0,238.6202992936611,,,,-7.768000000000029
-89.0,-134.0,216.23219809515945,,,,-7.768000000000029
-89.0,-133.0,179.90887658705637,,,,-7.768000000000029
-89.0,-132.0,162.96007934875834,,,,-7.768000000000029
-89.0,-131.0,147.0267882360889,,,,-7.768000000000029
-89.0,-130.0,123.225760666285,,,,-7.768000000000029
-89.0,-129.0,100.82688988833888,,,,-7.768000000000029
-89.0,-128.0,87.30454143076334,,,,-7.768000000000029
-89.0,-127.0,64.93510635842722,,,,-7.768000000000029
-89.0,-126.0,44.09193801278945,,,,-7.768000000000029
-89.0,-125.0,31.95746136047778,,,,-7.768000000000029
-89.0,-124.0,23.743089749788886,,,,-7.768000000000029
-89.0,-123.0,4.880832878555556,,,,-7.768000000000029
-89.0,-122.0,-12.281061146609725,,,,-7.768000000000029
-89.0,-121.0,-3.7048913468333335,,,,-7.768000000000029
-89.0,-120.0,10.661304229939166,,,,-7.768000000000029
-89.0,-119.0,7.743710637373055,,,,-7.768000000000029
-89.0,-118.0,-6.864048503230555,,,,-7.768000000000029
-89.0,-117.0,-3.261865387144639,,,,-7.768000000000029
-89.0,-116.0,-14.113375546018055,,,,-7.768000000000029
-89.0,-115.0,-31.968707286662223,,,,-7.768000000000029
-89.0,-114.0,-43.93872332890973,,,,-7.768000000000029
-89.0,-113.0,-80.01095486924582,,,,-7.768000000000029
-89.0,-112.0,-105.74773702239725,,,,-7.768000000000029
-89.0,-111.0,-107.43832824902056,,,,-7.768000000000029
-89.0,-110.0,-117.87465834621528,,,,-7.768000000000029
-89.0,-109.0,-120.14234701996055,,,,-7.768000000000029
-89.0,-108.0,-117.65879680119446,,,,-7.768000000000029
-89.0,-107.0,-123.45582316311112,,,,-7.768000000000029
-89.0,-106.0,-141.82455522486111,,,,-7.768000000000029
-89.0,-105.0,-154.01049944978445,,,,-7.768000000000029
-89.0,-104.0,-162.01217506146943,,,,-7.768000000000029
-89.0,-103.0,-165.81685953084528,,,,-7.768000000000029
-89.0,-102.0,-160.53139840052498,,,,-7.768000000000029
-89.0,-101.0,-156.83865257737224,,,,-7.768000000000029
-89.0,-100.0,-170.80587236035558,,,,-7.768000000000029
-89.0,-99.0,-148.4167068691667,,,,-7.768000000000029
-89.0,-98.0,-114.0327494074186,,,,-7.768000000000029
-89.0,-97.0,-114.53591813265832,,,,-7.768000000000029
-89.0,-96.0,-146.25911312929446,,,,-7.768000000000029
-89.0,-95.0,-159.1119076950864,,,,-7.768000000000029
-89.0,-94.0,-169.56366217810944,,,,-7.768000000000029
-89.0,-93.0,-167.69012522415832,,,,-7.768000000000029
-89.0,-92.0,-162.7503138149089,,,,-7.768000000000029
-89.0,-91.0,-157.94064661582104,,,,-7.768000000000029
-89.0,-90.0,-166.82368856303611,,,,-7.768000000000029
-89.0,-89.0,-167.9124888503922,,,,-7.768000000000029
-89.0,-88.0,-138.68078948367972,,,,-7.768000000000029
-89.0,-87.0,-119.82330538346388,,,,-7.768000000000029
-89.0,-86.0,-113.00002954889943,,,,-7.768000000000029
-89.0,-85.0,-118.34990933975972,,,,-7.768000000000029
-89.0,-84.0,-137.0848084976061,,,,-7.768000000000029
-89.0,-83.0,-164.98783359337443,,,,-7.768000000000029
-89.0,-82.0,-176.502207995,,,,-7.768000000000029
-89.0,-81.0,-164.06068510252555,,,,-7.768000000000029
-89.0,-80.0,-153.8929444767861,,,,-7.768000000000029
-89.0,-79.0,-153.08203691919445,,,,-7.768000000000029
